new_index,OpenFIGI_figi,OpenFIGI_name,OpenFIGI_ticker,OpenFIGI_exchCode,OpenFIGI_compositeFIGI,OpenFIGI_securityType,OpenFIGI_marketSector,OpenFIGI_shareClassFIGI,OpenFIGI_securityType2,OpenFIGI_securityDescription,OpenFIGI_uniqueID,OpenFIGI_uniqueIDFutOpt,IB_longName,IB_marketName,IB_secIdList,Origin_Name,Origin_Stock,Origin_Country
108,BBG003LF0QR9,ACLARIS THERAPEUTICS INC,ACRS,US,BBG003LF0QR9,Common Stock,Equity,BBG003LF0QS8,Common Stock,ACRS,,,ACLARIS THERAPEUTICS INC,NMS,US00461U1051,ACLARIS THERAPEUTICS INC,ACRS,United States of America
109,BBG00HPSG933,ACM RESEARCH INC-CLASS A,ACMR,US,BBG00HPSG933,Common Stock,Equity,BBG00HPSG942,Common Stock,ACMR,,,ACM RESEARCH INC-CLASS A,NMS,US00108J1097,ACM RESEARCH INC-CLASS A,ACMR,United States of America
110,BBG000BB3LM8,ACME UNITED CORP,ACU,US,BBG000BB3LM8,Common Stock,Equity,BBG001S5NCC0,Common Stock,ACU,,,ACME UNITED CORP,ACU,US0048161048,ACME UNITED CORP,ACU,United States of America
111,BBG000HR2YD0,ACMOS INC,6888,JP,BBG000HR2YD0,Common Stock,Equity,BBG001S9CF64,Common Stock,6888,,,ACMOS INC,6888,JP3108100003,ACMOS INC,6888,Japan
112,BBG000BJ2LY9,ACNB CORP,ACNB,US,BBG000BJ2LY9,Common Stock,Equity,BBG001S6CVZ3,Common Stock,ACNB,,,ACNB CORP,SCM,US0008681092,ACNB CORP,ACNB,United States of America
113,BBG000BKH691,ACOM CO LTD,8572,JP,BBG000BKH691,Common Stock,Equity,BBG001S7FWW9,Common Stock,8572,,,ACOM CO LTD,8572,JP3108600002,ACOM CO LTD,8572,Japan
114,BBG00GD4MT67,ACONEX LTD,ACX1EUR,EO,BBG00GD4MT67,Common Stock,Equity,BBG001T3HS27,Common Stock,ACX1EUR,,,ACONEX LTD,ACX,AU000000ACX1,ACONEX LTD,ACX,
115,BBG000DFGDV1,ACORDA THERAPEUTICS INC,CDG0,GR,BBG000DFGDV1,Common Stock,Equity,BBG001SH8359,Common Stock,CDG0,,,ACORDA THERAPEUTICS INC,NMS,US00484M6012,ACORDA THERAPEUTICS INC,ACOR,Germany
116,BBG0066FW6W2,ACORN CAPITAL INVESTMENT FUN,ACQ,AU,BBG0066FW6W2,Closed-End Fund,Equity,BBG0066FW6T6,Mutual Fund,ACQ,,,ACORN CAPITAL INVESTMENT FUN,ACQ,AU000000ACQ5,ACORN CAPITAL INVESTMENT FUN,ACQ,Australia
117,BBG000CMY866,ACORN ENERGY INC,ACFN,US,BBG000CMY866,Common Stock,Equity,BBG001S6ZZ25,Common Stock,ACFN,,,ACORN ENERGY INC,ACFN,US0048481073,ACORN ENERGY INC,ACFN,United States of America
118,,,,,,,,,,,,,ACORN INTERNATIONAL INC-ADR,ATV,US0048542049,ACORN INTERNATIONAL INC-ADR,ATV,United States of America
119,,,,,,,,,,,,,ACRE REALTY INVESTORS INC,AIII,US00489F1066,ACRE REALTY INVESTORS INC,AIII,United States of America
120,BBG00MKGZDV2,ACREAGE HOLDINGS INC-SUB,ACRGF,PQ,BBG00MKGZDF0,Common Stock,Equity,BBG00MK2N7R4,Common Stock,ACRGF,,,ACREAGE HOLDINGS INC-SUB,ACRGF,CA00489Y4022,ACREAGE HOLDINGS INC-SUB,ACRGF,United States of America
121,BBG000CNWJ71,ACROW FORMWORK AND CONSTRUCT,ACF,AU,BBG000CNWJ71,Common Stock,Equity,BBG001T07VM5,Common Stock,ACF,,,ACROW FORMWORK AND CONSTRUCT,ACF,AU0000006124,ACROW FORMWORK AND CONSTRUCT,ACF,Australia
122,BBG000BS7KG6,ACTELION LTD-REG,ALIOF,US,BBG000BS7KG6,Common Stock,Equity,BBG001SDSN07,Common Stock,ALIOF,,,ACTELION LTD-REG,ACT,CH0010532478,ACTELION LTD-REG,ACT,
123,BBG00GBNWL72,ACTIC GROUP AB,ATIC,SS,BBG00GBNWL63,Common Stock,Equity,BBG00GBNWLC6,Common Stock,ATIC,,,ACTIC GROUP AB,ATIC,SE0009269467,ACTIC GROUP AB,ATIC,Sweden
124,BBG000RQZ245,ACTINIUM PHARMACEUTICALS INC,ATNM,US,BBG000RQZ245,Common Stock,Equity,BBG001SV3L17,Common Stock,ATNM,,,ACTINIUM PHARMACEUTICALS INC,ATNM,US00507W2061,ACTINIUM PHARMACEUTICALS INC,ATNM,United States of America
125,BBG000PS5JL0,ACTINOGEN MEDICAL LTD,ACW,AU,BBG000PS5JL0,Common Stock,Equity,BBG001SRC0W8,Common Stock,ACW,,,ACTINOGEN MEDICAL LTD,ACW,AU000000ACW3,ACTINOGEN MEDICAL LTD,ACW,Australia
126,BBG000P23NJ3,ACTION CONSTRUCTION EQUIPMEN,ACCE,IN,BBG000P23NJ3,Common Stock,Equity,BBG001SPT8G5,Common Stock,ACCE,,,ACTION CONSTRUCTION EQUIPMEN,ACE,INE731H01025,ACTION CONSTRUCTION EQUIPMEN,ACE,India
127,BBG000BCR1Q0,ACTIVE ENERGY GROUP PLC,AEG,LN,BBG000BCR0R1,Common Stock,Equity,BBG001S67P73,Common Stock,AEG,,,ACTIVE ENERGY GROUP PLC,ASQ1,GB00BPG7NS80,ACTIVE ENERGY GROUP PLC,AEG,United Kingdom
128,,,,,,,,,,,,,ACTIVECARE INC,ACARQ,US0050573023,ACTIVECARE INC,ACARQ,
129,BBG002Z554R2,ACTIVIA PROPERTIES INC,3279,JP,BBG002Z554R2,REIT,Equity,BBG002Z55580,REIT,3279,,,ACTIVIA PROPERTIES INC,3279,JP3047490002,ACTIVIA PROPERTIES INC,3279,Japan
130,BBG000C2CV72,ACTIVISION BLIZZARD INC,AIY,GR,BBG000C2CV72,Common Stock,Equity,BBG001S6C009,Common Stock,AIY,,,ACTIVISION BLIZZARD INC,NMS,US00507V1098,ACTIVISION BLIZZARD INC,ATVI,Mexico
131,BBG005TX8RJ6,ACTUAL EXPERIENCE PLC,ACT,LN,BBG005MB7YX1,Common Stock,Equity,BBG005MB7Z04,Common Stock,ACT,,,ACTUAL EXPERIENCE PLC,ASQ1,GB00BJ05QC14,ACTUAL EXPERIENCE PLC,ACT,United Kingdom
132,BBG000BJ5HK0,ACUITY BRANDS INC,AYI,US,BBG000BJ5HK0,Common Stock,Equity,BBG001SBG656,Common Stock,AYI,,,ACUITY BRANDS INC,AYI,US00508Y1029,ACUITY BRANDS INC,AYI,United States of America
133,BBG0027T1S01,ACUITYADS HOLDING INC,AT,CN,BBG0027T1S01,Common Stock,Equity,BBG0027T1SM7,Common Stock,AT,,,ACUITYADS HOLDING INC,AT,CA00510L1067,ACUITYADS HOLDING INC,AT,Canada
134,BBG000J0MK45,ACURA PHARMACEUTICALS INC,ACUR,US,BBG000J0MK45,Common Stock,Equity,BBG001SG00G3,Common Stock,ACUR,,,ACURA PHARMACEUTICALS INC,LIMITED,US00509L8028,ACURA PHARMACEUTICALS INC,ACUR,United States of America
135,BBG00D5L3SS4,ACUSHNET HOLDINGS CORP,GOLF,US,BBG00D5L3SS4,Common Stock,Equity,BBG00D5L3ST3,Common Stock,GOLF,,,ACUSHNET HOLDINGS CORP,GOLF,US0050981085,ACUSHNET HOLDINGS CORP,GOLF,United States of America
136,BBG000BCCXZ6,ACUSPHERE INC,ACUS,US,BBG000BCCXZ6,Common Stock,Equity,BBG001S6WZ28,Common Stock,ACUS,,,ACUSPHERE INC,NOINFO,US00511R8549,ACUSPHERE INC,ACUS,United States of America
137,,,,,,,,,,,,,AD SYSTEMS COMMUNICATIONS IN,ADSYQ,US00515Q1004,AD SYSTEMS COMMUNICATIONS IN,ADSYQ,United States of America
138,BBG000BYP2Z2,ADACEL TECHNOLOGIES LTD,ADA,AU,BBG000BYP2Z2,Common Stock,Equity,BBG001SBK2J5,Common Stock,ADA,,,ADACEL TECHNOLOGIES LIMITED,ADA,AU000000ADA7,ADACEL TECHNOLOGIES LIMITED,ADA,Australia
139,BBG009BJSP55,ADAIRS LTD,ADH,AU,BBG009BJSP55,Common Stock,Equity,BBG009BJSP64,Common Stock,ADH,,,ADAIRS LTD,ADH,AU000000ADH2,ADAIRS LTD,ADH,Australia
140,BBG00D9SX1C8,ADALTA LTD,1AD,AU,BBG00D9SX1C8,Common Stock,Equity,BBG00D9SX1N6,Common Stock,1AD,,,ADALTA LTD,1AD,AU0000001AD2,ADALTA LTD,1AD,Australia
141,BBG000BZBZ36,ADAMA LTD-A,553,CH,BBG000BZBZ36,Common Stock,Equity,BBG001SJWDS1,Common Stock,553,,,ADAMA LTD-A,553,CNE0000004V0,ADAMA LTD-A,553,China
142,BBG000G2B326,ADAMA TECHNOLOGIES CORP,ADAC,PQ,BBG000G28S07,Common Stock,Equity,BBG001T2SHT2,Common Stock,ADAC,,,ADAMA TECHNOLOGIES CORP,ADAC,US00547Q3002,ADAMA TECHNOLOGIES CORP,ADAC,
143,BBG00HL6CC14,ADAMAS PHARMACEUTICALS INC,ADMSEUR,XS,BBG00HL6CBK5,Common Stock,Equity,BBG00203JH00,Common Stock,ADMSEUR,,,ADAMAS PHARMACEUTICALS INC,ADMS,US00548A1060,ADAMAS PHARMACEUTICALS INC,ADMS,United States of America
144,BBG000CLNMR6,ADAMERA MINERALS CORP,DDNFF,US,BBG000CLNMR6,Common Stock,Equity,BBG001SFK0V6,Common Stock,DDNFF,,,ADAMERA MINERALS CORP,ADZ,CA00547Y1051,ADAMERA MINERALS CORP,ADZ,Canada
145,BBG000BYB544,ADAMIS PHARMACEUTICALS CORP,ADMP,US,BBG000BYB544,Common Stock,Equity,BBG001S7DWV2,Common Stock,ADMP,,,ADAMIS PHARMACEUTICALS CORP,SCM,US00547W2089,ADAMIS PHARMACEUTICALS CORP,ADMP,United States of America
146,BBG000BR0B93,ADAMS NATURAL RESOURCES FUND,PEO,US,BBG000BR0B93,Closed-End Fund,Equity,BBG001S5V3Q6,Mutual Fund,PEO,,,ADAMS NATURAL RESOURCES FUND,PEO,US00548F1057,ADAMS NATURAL RESOURCES FUND,PEO,United States of America
147,BBG000CLH8B1,ADAMS PLC,D1DA,GR,BBG000CLH8B1,Common Stock,Equity,BBG001SM1H18,Common Stock,D1DA,,,ADAMS PLC,ASQ1,IM00B986V543,ADAMS PLC,ADA,United Kingdom
148,BBG000DRTF73,ADANI ENTERPRISES LTD,ADE,IN,BBG000DRTF73,Common Stock,Equity,BBG001S8CL72,Common Stock,ADE,,,ADANI ENTERPRISES LTD,ADANIENT,INE423A01024,ADANI ENTERPRISES LTD,ADANIENT,India
149,BBG00BQZTW52,ADANI GREEN ENERGY LTD,ADANIGR,IN,BBG00BQZTW52,Common Stock,Equity,BBG00BQZTW61,Common Stock,ADANIGR,,,ADANI GREEN ENERGY LTD,ADANIGREE,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREE,India
150,BBG000L4ZG49,ADANI PORTS AND SPECIAL ECON,ADSEZ,IN,BBG000L4ZG49,Common Stock,Equity,BBG001SPYP53,Common Stock,ADSEZ,,,ADANI PORTS AND SPECIAL ECON,ADANIPORT,INE742F01042,ADANI PORTS AND SPECIAL ECON,ADANIPORT,India
151,BBG000VHQ7T2,ADANI POWER LTD,ADANI,IN,BBG000VHQ7T2,Common Stock,Equity,BBG001T2N7D6,Common Stock,ADANI,,,ADANI POWER LIMITED,ADANIPOWE,INE814H01011,ADANI POWER LIMITED,ADANIPOWE,India
152,BBG008396QB3,ADANI TRANSMISSION  LTD,ADANIT,IN,BBG008396QB3,Common Stock,Equity,BBG008396QF9,Common Stock,ADANIT,,,ADANI TRANSMISSION LTD,ADANITRAN,INE931S01010,ADANI TRANSMISSION LTD,ADANITRAN,India
153,BBG008G65WC2,ADAPTIMMUNE THERAPEUTICS-ADR,ADAP,US,BBG008G65WC2,ADR,Equity,BBG008G65WD1,Depositary Receipt,ADAP,,,ADAPTIMMUNE THERAPEUTICS-ADR,NMS,US00653A1079,ADAPTIMMUNE THERAPEUTICS-ADR,ADAP,United States of America
154,BBG000DQDZ96,ADAPTIVE AD SYSTEMS INC,AATV,US,BBG000DQDZ96,Common Stock,Equity,BBG001SGH8Q7,Common Stock,AATV,,,ADAPTIVE AD SYSTEMS INC,CURRENT,US00650A1007,ADAPTIVE AD SYSTEMS INC,AATV,United States of America
155,BBG001J2PFF5,ADAPTIVE BIOTECHNOLOGIES,ADPT,US,BBG001J2PFF5,Common Stock,Equity,BBG001V0GG18,Common Stock,ADPT,,,ADAPTIVE BIOTECHNOLOGIES,NMS,US00650F1093,ADAPTIVE BIOTECHNOLOGIES,ADPT,United States of America
156,BBG000C1BDH4,ADAPTIVE MEDIAS INC,ADTM,US,BBG000C1BDH4,Common Stock,Equity,BBG001STSKG1,Common Stock,ADTM,,,ADAPTIVE MEDIAS INC,NOINFO,US00652J2087,ADAPTIVE MEDIAS INC,ADTM,United States of America
157,BBG000BX3GJ5,ADASTRIA CO LTD,1E+00,GR,BBG000BX3GJ5,Common Stock,Equity,BBG001SCTKS4,Common Stock,1E+00,,,ADASTRIA CO LTD,2685,JP3856000009,ADASTRIA CO LTD,2685,Japan
158,,,,,,,,,,,,,ADCARE HEALTH SYSTEMS INC,ADK,US00650W3007,ADCARE HEALTH SYSTEMS INC,ADK,
159,BBG00LQ6CJL3,ADCORE INC,ADCO,CN,BBG00LQ6CJL3,Common Stock,Equity,BBG00LQ6CL10,Common Stock,ADCO,,,ADCORE INC,ADCO,CA00654B1040,ADCORE INC,ADCO,Canada
160,BBG009R6DP43,ADDENTAX GROUP CORP,ATXG,US,BBG009R6DP43,Common Stock,Equity,BBG009R6DP52,Common Stock,ATXG,,,ADDENTAX GROUP CORP,CURRENT,US00653L2025,ADDENTAX GROUP CORP,ATXG,United States of America
161,BBG000LHBC72,ADDEX THERAPEUTICS LTD,ADXN,SW,BBG000LHBC72,Common Stock,Equity,BBG001SK0HM0,Common Stock,ADXN,,,ADDEX THERAPEUTICS LTD,XETRA,CH0029850754,ADDEX THERAPEUTICS LTD,APE,Germany
162,BBG00PDLJZQ7,ADDIKO BANK AG,ADKO,AV,BBG007621L23,Common Stock,Equity,BBG007621L32,Common Stock,ADKO,,,ADDIKO BANK AG,XETRA,AT000ADDIKO0,ADDIKO BANK AG,ADKO,Austria
163,BBG000BZBBR3,ADDSINO CO LTD -A,547,CH,BBG000BZBBR3,Common Stock,Equity,BBG001SJWBV1,Common Stock,547,,,ADDSINO CO LTD -A,547,CNE000000DM5,ADDSINO CO LTD -A,547,China
164,BBG000NJGX84,ADDUS HOMECARE CORP,ADUS,US,BBG000NJGX84,Common Stock,Equity,BBG001T56D18,Common Stock,ADUS,,,ADDUS HOMECARE CORP,NMS,US0067391062,ADDUS HOMECARE CORP,ADUS,United States of America
165,BBG000CPGDL1,ADDVALUE TECHNOLOGIES LTD,ADDV,SP,BBG000CPGDD0,Common Stock,Equity,BBG001SFBR01,Common Stock,ADDV,,,ADDVALUE TECHNOLOGIES LTD,A31,SG1I67883666,ADDVALUE TECHNOLOGIES LTD,A31,Singapore
166,BBG000BNWPD1,ADECCO GROUP AG-REG,ADI1,GR,BBG000BNWPD1,Common Stock,Equity,BBG001S976F0,Common Stock,ADI1,,,ADECCO GROUP AG-REG,XETRA,CH0012138605,ADECCO GROUP AG-REG,ADI1,Germany
167,BBG000BJMFK5,ADEKA CORP,4401,JP,BBG000BJMFK5,Common Stock,Equity,BBG001S6CC67,Common Stock,4401,,,ADEKA CORP,4401,JP3114800000,ADEKA CORP,4401,Japan
168,,,,,,,,,,,,,ADELAIDE-ASSET BACK YIELD TR,AYT,AU000000AYT3,ADELAIDE-ASSET BACK YIELD TR,AYT,
169,BBG00G9JXF30,ADEPTUS HEALTH INC-CLASS A,ADPTEUR,XS,BBG00G9JXDM4,Common Stock,Equity,BBG006JS1NS2,Common Stock,ADPTEUR,,,ADEPTUS HEALTH INC-CLASS A,ADPTQ,US0068551003,ADEPTUS HEALTH INC-CLASS A,ADPTQ,
170,,,,,,,,,,,,,ADESTO TECHNOLOGIES CORP,IOTS,US00687D1019,ADESTO TECHNOLOGIES CORP,IOTS,
171,BBG000FYWPC4,ADEX MINING INC,ADXDF,US,BBG000FYWPC4,Common Stock,Equity,BBG001SC90W5,Common Stock,ADXDF,,,ADEX MINING INC,ADE,CA0069032070,ADEX MINING INC,ADE,Canada
172,BBG000CN3V76,ADF FOODS LTD,ADFL,IN,BBG000CN3V76,Common Stock,Equity,BBG001S82R43,Common Stock,ADFL,,,ADF FOODS LTD,ADFFOODS,INE982B01019,ADF FOODS LTD,ADFFOODS,India
173,BBG000BZR517,ADF GROUP INC,DRX,CN,BBG000BZR517,Common Stock,Equity,BBG001SD1L64,Common Stock,DRX,,,ADF GROUP INC,DRX,CA00089N1033,ADF GROUP INC,DRX,Canada
174,BBG000BLSQ48,ADHERA THERAPEUTICS INC,ATRX,US,BBG000BLSQ48,Common Stock,Equity,BBG001S7JBH8,Common Stock,ATRX,,,ADHERA THERAPEUTICS INC,CURRENT,US00687E1091,ADHERA THERAPEUTICS INC,ATRX,United States of America
175,BBG009NZ21D8,ADHERIUM LTD,ADR,AU,BBG009NZ21D8,Common Stock,Equity,BBG009NZ21M8,Common Stock,ADR,,,ADHERIUM LTD,ADR,AU000000ADR1,ADHERIUM LTD,ADR,Australia
176,,,,,,,,,,,,,ADHUNIK METALIKS LTD,ADHUNIK,INE400H01019,ADHUNIK METALIKS LTD,ADHUNIK,
177,BBG00HNGDTR4,ADIAL PHARMACEUTICALS INC,ADIL,US,BBG00HNGDTR4,Common Stock,Equity,BBG00HNGDTS3,Common Stock,ADIL,,,ADIAL PHARMACEUTICALS INC,SCM,US00688A1060,ADIAL PHARMACEUTICALS INC,ADIL,United States of America
178,BBG000F96DR9,ADIDAS AG,ADS,TE,BBG000F96D62,Common Stock,Equity,BBG001S8J8Q3,Common Stock,ADS,,,ADIDAS AG,ADSN,DE000A1EWWW0,ADIDAS AG,ADSN,Mexico
179,BBG000PX9P13,ADIDAS AG-SPONSORED ADR,ADDYY,US,BBG000PX9P13,ADR,Equity,BBG001SNFNL6,Depositary Receipt,ADDYY,,,ADIDAS AG-SPONSORED ADR,INTPREMQX,US00687A1079,ADIDAS AG-SPONSORED ADR,ADDYY,United States of America
180,BBG009PN0C87,ADIENT PLC,ADNT,US,BBG009PN0C87,Common Stock,Equity,BBG009PN0C96,Common Stock,ADNT,,,ADIENT PLC,ADNT,IE00BD845X29,ADIENT PLC,ADNT,United States of America
181,BBG000BTQDZ8,ADIRONDACK TRUST CO SARATOGA,ADKT,US,BBG000BTQDZ8,Common Stock,Equity,BBG001SGBXP9,Common Stock,ADKT,,,ADIRONDACK TRUST CO SARATOGA,CURRENT,US0070141033,ADIRONDACK TRUST CO SARATOGA,ADKT,United States of America
182,BBG00BKN6FR3,ADITYA BIRLA CAPITAL LTD,ABCAP,IN,BBG00BKN6FR3,Common Stock,Equity,BBG00BKN6FS2,Common Stock,ABCAP,,,ADITYA BIRLA CAPITAL LIMITED,ABCAPITAL,INE674K01013,ADITYA BIRLA CAPITAL LIMITED,ABCAPITAL,India
183,BBG000J8XNV0,ADITYA BIRLA MONEY LTD,ABML,IN,BBG000J8XNV0,Common Stock,Equity,BBG001SPF0M0,Common Stock,ABML,,,ADITYA BIRLA MONEY LTD,BIRLAMONE,INE865C01022,ADITYA BIRLA MONEY LTD,BIRLAMONE,India
184,BBG002NCK5M5,ADMA BIOLOGICS INC,ADMA,US,BBG002NCK5M5,Common Stock,Equity,BBG002NCK5N4,Common Stock,ADMA,,,ADMA BIOLOGICS INC,NMS,US0008991046,ADMA BIOLOGICS INC,ADMA,United States of America
185,BBG000BB5006,ADOBE INC,ADBE,US,BBG000BB5006,Common Stock,Equity,BBG001S5NCQ5,Common Stock,ADBE,,,ADOBE INC,NMS,US00724F1012,ADOBE INC,ADBE,United States of America
186,BBG000CMWSQ2,ADOR WELDING LTD,AWL,IN,BBG000CMWSQ2,Common Stock,Equity,BBG001S82PJ1,Common Stock,AWL,,,ADOR WELDING LTD,ADORWELD,INE045A01017,ADOR WELDING LTD,ADORWELD,India
187,BBG000H292Q4,ADP,ADP,FP,BBG000H291V0,Common Stock,Equity,BBG001S93HZ8,Common Stock,ADP,,,ADP,ADPN,FR0010340141,ADP,ADPN,Mexico
188,BBG00K9D8GR4,ADRIATIC METALS PLC-CDI,ADT,AU,BBG00K9D8GR4,CDI,Equity,BBG00K9D8GZ5,Depositary Receipt,ADT,,,ADRIATIC METALS PLC-CDI,ADT,AU0000004772,ADRIATIC METALS PLC-CDI,ADT,Australia
189,BBG000BZ0437,ADROIT INFOTECH LTD,ADROIT,IN,BBG000BZ0437,Common Stock,Equity,BBG001SB6Z17,Common Stock,ADROIT,,,ADROIT INFOTECH LTD,ADROITINF,INE737B01033,ADROIT INFOTECH LTD,ADROITINF,India
190,BBG000C73300,ADSTAR INC,ADST,US,BBG000C73300,Common Stock,Equity,BBG001S6CZ39,Common Stock,ADST,,,ADSTAR INC,ADST,US00737P1049,ADSTAR INC,ADST,
191,BBG000DQBZJ7,ADTALEM GLOBAL EDUCATION INC,ATGE,US,BBG000DQBZJ7,Common Stock,Equity,BBG001S8M5S3,Common Stock,ATGE,,,ADTALEM GLOBAL EDUCATION INC,ATGE,US00737L1035,ADTALEM GLOBAL EDUCATION INC,ATGE,United States of America
192,BBG000BNGY68,ADTEC PLASMA TECHNOLOGY CO,6668,JP,BBG000BNGY68,Common Stock,Equity,BBG001S9XY33,Common Stock,6668,,,ADTEC PLASMA TECHNOLOGY CO,6668,JP3122010006,ADTEC PLASMA TECHNOLOGY CO,6668,Japan
193,BBG000BPXQG0,ADVAL TECH HOLDING AG-REG,ADVN,SW,BBG000BPXQG0,Common Stock,Equity,BBG001S9MGY0,Common Stock,ADVN,,,ADVAL TECH HOLDING AG-REG,ADVN,CH0008967926,ADVAL TECH HOLDING AG-REG,ADVN,Switzerland
194,BBG000D64B66,ADVANCE AUTO PARTS INC,AWN,GR,BBG000D64B66,Common Stock,Equity,BBG001SD2SB2,Common Stock,AWN,,,ADVANCE AUTO PARTS INC,AAP,US00751Y1064,ADVANCE AUTO PARTS INC,AAP,Mexico
195,BBG000BPJ1G1,ADVANCED MEDIA INC,3773,JP,BBG000BPJ1G1,Common Stock,Equity,BBG001SFTQN9,Common Stock,3773,,,ADVANCED MEDIA INC,3773,JP3122150000,ADVANCED MEDIA INC,3773,Japan
196,BBG000BBQCY0,ADVANCED MICRO DEVICES,AMD,US,BBG000BBQCY0,Common Stock,Equity,BBG001S5NN36,Common Stock,AMD,,,ADVANCED MICRO DEVICES,NMS,US0079031078,ADVANCED MICRO DEVICES,AMD,United States of America
197,BBG00D7K7ZN9,ADVANCER GLOBAL LTD,ADGL,SP,BBG00D7K7ZL1,Common Stock,Equity,BBG00D7K7ZM0,Common Stock,ADGL,,,ADVANCER GLOBAL LTD,43Q,SG1CJ7000006,ADVANCER GLOBAL LTD,43Q,Singapore
198,BBG000BFHYX4,ADVANEX INC,5998,JP,BBG000BFHYX4,Common Stock,Equity,BBG001S670F9,Common Stock,5998,,,ADVANEX INC,5998,JP3213400009,ADVANEX INC,5998,Japan
199,BBG000CYGKN4,ADVANI HOTELS & RES (INDIA),RMDA,IN,BBG000CYGKN4,Common Stock,Equity,BBG001S84G72,Common Stock,RMDA,,,ADVANI HOTELS & RES (INDIA),ADVANIHOT,INE199C01026,ADVANI HOTELS & RES (INDIA),ADVANIHOT,India
200,BBG00CWTTQ41,ADVANSIX INC,ASIX,US,BBG00CWTTQ41,Common Stock,Equity,BBG00CWTTQ32,Common Stock,ASIX,,,ADVANSIX INC,ASIX,US00773T1016,ADVANSIX INC,ASIX,Mexico
201,BBG00DR7SC72,ADVANTAGE LITHIUM CORP,AAL2EUR,XS,BBG00DR7SBR2,Common Stock,Equity,BBG001STSXH2,Common Stock,AAL2EUR,,,ADVANTAGE LITHIUM CORP,AVLIF,CA00782P1080,ADVANTAGE LITHIUM CORP,AVLIF,Germany
202,BBG000QC1FG2,ADVANTAGE RISK MANAGEMENT CO,8769,JP,BBG000QC1FG2,Common Stock,Equity,BBG001SS0X11,Common Stock,8769,,,ADVANTAGE RISK MANAGEMENT CO,8769,JP3122410008,ADVANTAGE RISK MANAGEMENT CO,8769,Japan
203,BBG007NHDMW3,ADVANTAGEWON OIL CORP,AOC,CN,BBG007NHDMW3,Common Stock,Equity,BBG007NHDMX2,Common Stock,AOC,,,ADVANTAGEWON OIL CORP,AOC,CA00775L2057,ADVANTAGEWON OIL CORP,AOC,Canada
204,BBG000K7LPC9,ADVANTEGO CORP,ADGO,US,BBG000K7LPC9,Common Stock,Equity,BBG001SCHV30,Common Stock,ADGO,,,ADVANTEGO CORP,NOINFO,US00775N1028,ADVANTEGO CORP,ADGO,United States of America
205,BBG000BGN014,ADVANTEST CORP,6857,JP,BBG000BGN014,Common Stock,Equity,BBG001S6BG41,Common Stock,6857,,,ADVANTEST CORP,6857,JP3122400009,ADVANTEST CORP,6857,Japan
206,BBG000K3HT99,ADVANTIS CORP,ADVT,US,BBG000K3HT99,Common Stock,Equity,BBG001SC89R3,Common Stock,ADVT,,,ADVANTIS CORP,ADVT,US0076141003,ADVANTIS CORP,ADVT,United States of America
207,BBG000KVF074,ADVAXIS INC,ADXS,US,BBG000KVF074,Common Stock,Equity,BBG001SJR9Y9,Common Stock,ADXS,,,ADVAXIS INC,PRIMQX,US0076244062,ADVAXIS INC,ADXS,United States of America
208,BBG007J7RVS0,ADVENTURE INC,6030,JP,BBG007J7RVS0,Common Stock,Equity,BBG007J7RVT9,Common Stock,6030,,,ADVENTURE INC,6030,JP3122380003,ADVENTURE INC,6030,Japan
209,BBG00FM9W9Q9,ADVENTUS MINING CORP,ADZN,CN,BBG00FM9W9Q9,Common Stock,Equity,BBG00FM9W9R8,Common Stock,ADZN,,,ADVENTUS MINING CORP,ADZN,CA00791E1025,ADVENTUS MINING CORP,ADZN,Canada
210,BBG000DGXT27,ADVEO GROUP INTERNATIONAL SA,ADV1,XS,BBG000DGWJM8,Common Stock,Equity,BBG001S6TSF4,Common Stock,ADV1,,,ADVEO GROUP INTERNATIONAL SA,ADV2,ES0182045312,ADVEO GROUP INTERNATIONAL SA,ADV2,
211,BBG006D9MR17,ADVERUM BIOTECHNOLOGIES INC,ADVM,US,BBG006D9MR17,Common Stock,Equity,BBG006D9MR26,Common Stock,ADVM,,,ADVERUM BIOTECHNOLOGIES INC,NMS,US00773U1088,ADVERUM BIOTECHNOLOGIES INC,ADVM,United States of America
212,BBG000BDYRW6,ADVISORSHARES DORSEY WRIGHT,AADR,US,BBG000BDYRW6,ETP,Equity,BBG001T9B1Y4,Mutual Fund,AADR,,,ADVISORSHARES DORSEY WRIGHT,NMS,US00768Y2063,ADVISORSHARES DORSEY WRIGHT,AADR,
213,BBG00KDXRKR5,ADVSRSHRS NEW TECH AND MEDIA,FNGUSD,XS,BBG00KDXRK86,ETP,Equity,BBG00H43F7T8,Mutual Fund,FNGUSD,,,ADVSRSHRS NEW TECH AND MEDIA,FNG,US00768Y5520,ADVSRSHRS NEW TECH AND MEDIA,FNG,
214,BBG000C9N518,ADVTECH LTD,ADH,SJ,BBG000C9N4T1,Common Stock,Equity,BBG001SF8B82,Common Stock,ADH,,,ADVTECH LTD,ADH,ZAE000031035,ADVTECH LTD,ADH,South Africa
215,BBG000BMMJW7,ADWAYS INC,2489,JP,BBG000BMMJW7,Common Stock,Equity,BBG001SDNC79,Common Stock,2489,,,ADWAYS INC,2489,JP3121970002,ADWAYS INC,2489,Japan
