,marketName,longName,isin
1,ANZ,ALIANZA MINERALS LTD,CA0160951012
0,BABA,ALIBABA GROUP HOLDING-SP ADR,US01609W1027
0,1060,ALIBABA PICTURES GROUP LTD,BMG0171W1055
0,AQI,ALICANTO MINERALS LTD,AU000000AQI2
0,NOINFO,ALICE CONS MINING INC,US0160961092
0,NMS,ALICO INC,US0162301040
0,ALICON,ALICON CASTALLOY LIMITED,INE062D01024
0,NMS,ALIGN TECHNOLOGY INC,US0162551016
0,ALIG,ALIMAK GROUP AB,SE0007158910
0,LIMITED,ALIOR BANK SA - UNSP ADR,US0162791018
0,ALYA,ALITHYA GROUP INC-CLASS A,CA01643B1067
0,NMS,ALJ REGIONAL HOLDINGS INC,US0016271084
0,LIMITED,ALK-ABELLO A/S-SPON ADR,US0016281067
0,ALKALI,ALKALI METALS LIMITED,INE773I01017
0,SCM,ALKALINE WATER CO INC/THE,US01643A2078
0,CURRENT,ALKAME HOLDINGS INC,US01643J1097
1,ALKEM,ALKEM LABORATORIES LTD,INE540L01014
0,NMS,ALKERMES PLC,IE00B56GVS15
0,ALKYLAMIN,ALKYL AMINES CHEMICALS LTD,INE150B01039
0,AFSE,ALL ENERGY CORP,US01663B1017
0,ALBK,ALLAHABAD BANK,INE428A01015
0,NMS,ALLAKOS INC,US01671P1003
0,ALLCARGO,ALLCARGO LOGISTICS LTD,INE418H01029
0,ADGL,ALLDIGITAL HOLDINGS INC,US01677T1060
0,Y,ALLEGHANY CORP,US0171751003
0,NMS,ALLEGIANCE BANCSHARES INC,US01748H1077
0,ABPA,ALLEGIANCE BANK OF NORTH AME,US01747V2060
0,AHQ,ALLEGIANCE COAL LTD,AU000000AHQ4
0,INTPRIMQX,ALLEGIANT GOLD LTD,CA01750B1058
0,NMS,ALLEGIANT TRAVEL CO,US01748X1028
0,ALLE,ALLEGION PLC,IE00BFRT3W74
0,ALGRU,ALLEGRO MERGER CORP,US01749N3017
0,ALGRU,ALLEGRO MERGER CORP,US01749N3017
1,SCM,ALLENA PHARMACEUTICALS INC,US0181191075
0,ALRY,ALLENERGY INC,US0182651085
15,AGN,ALLERGAN PLC,IE00BY9D5467
1,ASQ1,ALLERGY THERAPEUTICS PLC,GB00B02LCQ05
0,ALE,ALLETE INC,US0185223007
0,AQZ,ALLIANCE AVIATION SERVICES L,AU000000AQZ6
0,ALAA,ALLIANCE FIBER OPTIC PRODUCT,US0186803062
0,ALAA,ALLIANCE FIBER OPTIC PRODUCT,US0186803062
0,LIMITED,ALLIANCE GLOBAL GRO-UNSP ADR,US01861B1017
0,ACG,ALLIANCE GROWERS CORP,CA01861C1095
0,MIJ,ALLIANCE HEALTHCARE GROUP LT,SGXE65282837
0,AHGP,ALLIANCE HOLDINGS GP LP,US01861G1004
0,NOINFO,ALLIANCE MEDIA HOLDINGS INC,US01863R1041
2,ALM,ALLIANCE MINING CORP,CA01863P2070
0,AFB,ALLIANCE NATIONAL MUNI INC,US01864U1060
0,NMS,ALLIANCE RESOURCE PARTNERS,US01877R1086
0,STMM,ALLIANCE TRUST PLC,GB00B11V7W98
0,AB,ALLIANCEBERNSTEIN HOLDING LP,US01881G1067
0,NMS,ALLIANT ENERGY CORP,US0188021085
0,STMM,ALLIANZ TECHNOLOGY TRUST PLC,GB00BNG2M159
1,AFC,ALLIED CAPITAL CORP 6 7.8% NOTES,US01903Q2075
0,AGE,ALLIGATOR ENERGY LTD,AU000000AGE2
1,ALSN,ALLISON TRANSMISSION HOLDING,US01973R1014
0,NMS,ALLOGENE THERAPEUTICS INC,US0197701065
0,NMS,ALLOT LTD,IL0010996549
0,AYSI,ALLOY STEEL INTERNATIONAL,US0198601058
0,ALLN,ALLREAL HOLDING AG-REG,CH0008837566
0,NMS,ALLSCRIPTS HEALTHCARE SOLUTI,US01988P1084
0,ALLSEC,ALLSEC TECHNOLOGIES LIMITED,INE835G01018
0,ALL,ALLSTATE CORP,US0200021014
0,CURRENT,ALLTEMP INC,US02012P1066
0,ALLY,ALLY FINANCIAL INC,US02005N1000
0,ALMA,ALMA MEDIA CORP,FI0009013114
0,AMM,ALMADEN MINERALS LTD - B,CA0202833053
2,DEX,ALMADEX MINERALS LTD/NEW,CA02028L1076
0,ALM,ALMIRALL SA,ES0157097017
0,ALMONDZ,ALMONDZ GLOBAL SECURITIES LT,INE326B01027
0,AII,ALMONTY INDUSTRIES INC,CA0203981034
0,NMS,ALNYLAM PHARMACEUTICALS INC,US02043Q1076
0,ALOKTEXT,ALOK INDUSTRIES LTD,INE270A01011
0,ALJ,ALON USA ENERGY INC,US0205201025
0,ALHE,ALONY HETZ PROPERTIES & INV,IL0003900136
0,AORO,ALORO MINING CORP,CA02053E1016
2,ALPA,ALPA LABORATORIES LIMITED,INE385I01010
0,3028,ALPEN CO LTD,JP3126470008
1,ASQ1,ALPHA FX GROUP PLC,GB00BF1TM596
0,3322,ALPHA GROUP INC,JP3126370000
0,SSQ3,ALPHA GROWTH PLC,GB00BYWKBC49
0,ANRZQ,ALPHA NATURAL RESOURCES INC,US02076X1028
0,LIMITED,ALPHA NETWORK ALLIANCE VENTU,US02077H1068
0,AAP.H,ALPHA PEAK LEISURE INC,CA02078D1042
0,APT,ALPHA PRO TECH LTD,US0207721095
0,NOINFO,ALPHA TECHNOLOGIES GROUP INC,US0207811003
0,XETRA,ALPHABET INC-CL A,US02079K3059
0,ALFA,ALPHACLONE ALTERNATIVE ALPHA,US26922A3059
0,AHAD,ALPHACOM HOLDINGS INC,US02080A1060
0,ATF,ALPHAFORM AG,DE0005487953
0,NMS,ALPHAMARK ACT MANAGED SMALL,US26922A8348
0,AFM,ALPHAMIN RESOURCES CORP,MU0456S00006
0,NMS,ALPHATEC HOLDINGS INC,US02081G2012
0,NPA,ALPHINAT INC,CA02081Y1034
0,6816,ALPINE ELECTRONICS INC,JP3126200009
1,NMS,ALPINE IMMUNE SCIENCES INC,US02083G1004
0,ALPN,ALPINE SELECT AG-REG SHS,CH0019199550
0,6770,ALPS ALPINE CO LTD,JP3126400005
0,ALRPR,ALROV PROPERTIES AND LODGING,IL0003870198
0,NOINFO,ALSERES PHARMACEUTICALS INC,US0211522026
0,ALO,ALSTOM,FR0010220475
0,XETRA,ALSTRIA OFFICE REIT-AG,DE000A0LD2U1
0,AMRQQ,ALTA MESA RESOURCES INC-A,US02133L1098
0,AABA,ALTABA INC,US0213461017
0,ATBA,ALTABA INC,US0213461017
2,ACI,ALTAGAS CANADA INC,CA02137A1093
0,NMS,ALTAIR ENGINEERING INC - A,US0213691035
0,ALTI,ALTAIR NANOTECHNOLOGIES INC,US0213733035
0,AVX,ALTAIR RESOURCES INC,CA02137W2004
1,ALTA,ALTAMIRA GOLD CORP,CA02139L1031
1,ANE,ALTAN NEVADA MINERALS LTD,CA02144U3047
0,LIMITED,ALTAVOZ ENTERTAINMENT INC,US02155N1081
0,4641,ALTECH CORP,JP3126350002
0,ATE,ALTEN SA,FR0000071946
0,ALTEO,ALTEO NYRT,HU0000155726
1,ATH,ALTERITY THERAPEUTICS LTD,AU0000043945
0,CURRENT,ALTERNATURALS INC,US02154R2094
0,CURRENT,ALTERNET SYSTEMS INC,US02146M2017
0,ATHCQ,ALTERRA HEALTHCARE CORP,US02146C1045
0,1AG,ALTERRA LTD,AU0000001AG5
0,AXY,ALTERRA POWER CORP,CA02153D2014
0,AYX,ALTERYX INC - CLASS A,US02156B1035
0,CURRENT,ALTEX INDUSTRIES INC,US0214541031
0,AGH,ALTHEA GROUP HOLDINGS LTD,AU0000022774
1,FIXING,ALTIA CONSULTORES SA,ES0113312005
0,PRIMQX,ALTIGEN COMMUNICATIONS INC,US0214891097
0,CURRENT,ALTIMA RESOURCES LTD,CA02148X2059
3,NMS,ALTIMMUNE INC,US02155H2004
0,APN,ALTIPLANO METALS INC,CA02156R1082
0,AAMC,ALTISOURCE ASSET MANAGEMENT,VI02153X1080
2,ASQ1,ALTITUDE GROUP PLC,GB00B0LSFV82
0,ALU,ALTIUM LIMITED,AU000000ALU8
0,INTPRIMQX,ALTIUS MINERALS CORP.,CA0209361009
0,AOH,ALTONA MINING LTD,AU000000AOH9
0,3672,ALTPLUS INC,JP3201800004
0,NMS,ALTRA INDUSTRIAL MOTION CORP,US02208R1068
0,MO,ALTRIA GROUP INC,US02209S1033
1,ALT,ALTURAS MINERALS CORP,CA0221431012
0,AIF,ALTUS GROUP LTD,CA02215R1073
0,8149,ALTUS HOLDINGS LTD/HONG KONG,KYG0R70H1014
0,CURRENT,ALUF HOLDINGS INC,US0221673082
1,ASQ1,ALUMASC GROUP PLC,GB0000280353
0,NOINFO,ALUMIFUEL POWER CORP,US0222013056
0,AWC,ALUMINA LTD,AU000000AWC3
0,IOBE,ALUMINIUM BAHRAIN -GDR REG S,US0222082010
0,2600,ALUMINUM CORP OF CHINA LTD-H,CNE1000001T8
0,ALVRQ,ALVARION LTD,IL0010844582
0,INTPRIMQX,ALVOPETRO ENERGY LTD,CA02255Q2099
0,NOINFO,ALY ENERGY SERVICES INC,US02260T3059
1,XETRA,ALZCHEM GROUP AG,DE000A2YNT30
0,AMR,AM RESOURCES CORP,CA00179A1021
0,6113,AMADA CO LTD,JP3122800000
0,XETRA,AMADEUS FIRE AG,DE0005093108
0,LIMITED,AMADEUS IT GROUP-UNSP ADR,US02263T1043
1,AMAG,AMAG PHARMACEUTICALS INC,US00163U1060
0,2402,AMANA INC,JP3124200001
0,ANL,AMANI GOLD LTD,AU000000ANL3
0,6436,AMANO CORP,JP3124400007
0,AMHFF,AMANTA RESOURCES LTD,CA0230002010
0,A34,AMARA HOLDINGS LTD,SG1F08854688
0,AMARAJABA,AMARA RAJA BATTERIES LTD,INE885A01032
0,CURRENT,AMARC RESOURCES LTD,CA0229121094
0,NMS,AMARIN CORPORATION PLC -ADR,US0231112063
4,8168,AMASSE CAPITAL HOLDINGS LTD,KYG024821004
0,MLAAH,AMATHEON AGRI HOLDING NV,NL0010273694
0,AYS,AMAYSIM AUSTRALIA LTD,AU000000AYS5
0,AMAZ,AMAZING ENERGY OIL AND GAS C,US02314N2053
0,NMS,AMAZON.COM INC,US0231351067
0,CURRENT,AMAZONAS FLORESTAL LTD,US02314H2085
0,AKF,AMBAC FINANCIAL GROUP INC 5.95% DEB,US0231395049
0,NMS,AMBARELLA INC,KYG037AX1015
0,CURRENT,AMBASE CORP,US0231641061
0,NOINFO,AMBASSADOR FOOD SERVICES,US0229092046
0,AMBER,AMBER ENTERPRISES INDIA LTD,INE371P01015
0,ABEV,AMBEV SA-ADR,US02319V1035
0,ABHI,AMBICOM HOLDINGS INC,US02319R3003
0,AMBIKCO,AMBIKA COTTON MILLS LTD,INE540G01014
0,AMBO,AMBOW EDUCATION HOLDING-ADR,US02322P2002
0,LIMITED,AMBU A/S - UNSP ADR,US02337W1099
0,AMBUJACEM,AMBUJA CEMENTS LIMITED,INE079A01024
3,AMC,AMC ENTERTAINMENT HLDS-CL A,US00165C1045
0,NOINFO,AMC FINANCIAL HOLDINGS INC,US0016421077
0,NMS,AMC NETWORKS INC-A,US00164V1035
0,AMH,AMCIL LIMITED,AU000000AMH3
0,ACO,AMCOL INTERNATIONAL CORP,US02341W1036
0,DIT,AMCON DISTRIBUTING CO,US02341Q2057
0,AMCR,AMCOR PLC,JE00BJ1F3079
0,AMC,AMCOR PLC-CDI,AU000000AMC4
0,AMDAQ,AMDAQ CORP,US02342Q1058
0,NMS,AMDOCS LTD,GB0022569080
0,AMFW,AMEC FOSTER WHEELER-SPN ADR,US00167X2053
0,NMS,AMEDISYS INC,US0234361089
0,LIMITED,AMEN PROPERTIES INC,US0234773002
0,AIPN,AMER INTL PETROLEUM CORP,US0269094084
0,AMMX,AMERAMEX INTERNATIONAL,US02356P2092
0,NMS,AMERANT BANCORP INC,US0235761014
0,NMS,AMERCO,US0235861004
0,AEE,AMEREN CORP,US0236081024
0,CURRENT,AMEREN ILLINOIS CO,US02361D6058
0,CURRENT,AMEREN ILLINOIS CO,US02361D6058
0,AMRC,AMERESCO INC-CL A,US02361E1082
0,AEXG,AMEREX GROUP INC,US02360Y1055
0,NMS,AMERICA FIRST MULTIFAMILY IN,US02364V2060
0,CURRENT,AMERICA GREAT HEALTH,US02365T1016
0,AMOV,AMERICA MOVIL-ADR SERIES A,US02364W2044
0,AWSRQ,AMERICA WEST RESOURCES INC,US02365V2051
1,NMS,AMERICAN AIRLINES GROUP INC,US02376R1023
0,AAT,AMERICAN ASSETS TRUST INC,US0240131047
0,CURRENT,AMERICAN BANCORP INC,US02407R1059
0,CURRENT,AMERICAN BANK INC(PA),US0243431055
0,LIMITED,AMERICAN BILTRITE INC,US0245914066
0,CURRENT,AMERICAN BIO MEDICA CORP,US0246001087
0,OTCBB,AMERICAN BREWING CO INC,US0247181086
0,PREMQX,AMERICAN BUSINESS BANK,US02475L1052
0,ACC,AMERICAN CAMPUS COMMUNITIES,US0248351001
0,CURRENT,AMERICAN CANNABIS CO INC,US0248701072
0,AEK,AMERICAN CAPITAL LTD,US02503Y1038
0,KORP,AMERICAN CENTURY DIVERSIFIED,US0250721091
0,CURRENT,AMERICAN CHURCH MORTGAGE CO,US02513P1003
0,NOINFO,AMERICAN COMMERCE SOLUTIONS,US0251991008
0,ACNI,AMERICAN COMMUNITY NEWSPAPER,US02520T1034
2,AMK,AMERICAN CREEK RESOURCES LTD,CA0252883099
0,CURRENT,AMERICAN CRYOSTEM CORP,US0253001046
0,NOINFO,AMERICAN DEFENSE SYSTEMS INC,US0253511077
0,CURRENT,AMERICAN DIVERSIFIED HOLDING,US02541R3003
0,AMZGQ,AMERICAN EAGLE ENERGY CORP,US02554F3001
0,AEO,AMERICAN EAGLE OUTFITTERS,US02553E1064
0,LIMITED,AMERICAN EDUCATION CENTER IN,US02554H1086
0,AEDC,AMERICAN ENERGY DEVELOPMENT,US02563A1025
0,NOINFO,AMERICAN ENERGY GROUP LTD,US0256362007
0,CURRENT,AMERICAN ENERGY PARTNERS INC,US02563X2018
0,AEND,AMERICAN ENTERPRISE DEVELOPM,US02565P1075
0,NOINFO,AMERICAN ENVIRONMENTAL ENERG,US02566W1018
0,AXP,AMERICAN EXPRESS CO,US0258161092
0,AFCO,AMERICAN FARMLAND CO,US02589Y1001
0,LIMITED,AMERICAN FILMS INC,US0260401056
0,AFG,AMERICAN FINANCIAL GROUP INC,US0259321042
0,AFGB,AMERICAN FINANCIAL GROUP INC/OH,US0259328070
0,AFRS,AMERICAN FIRST FINANCIAL INC,US02616R1023
0,GDFI,AMERICAN GOLDFIELDS INC,US3814111072
0,AMNE,AMERICAN GREEN GROUP INC,US02639T2006
0,LIMITED,AMERICAN HEMP VENTURES INC,US02650H1014
0,AHII,AMERICAN HERITAGE INTERNATIO,US02650U2015
1,AMH,AMERICAN HOMES 4 RENT- A,US02665T3068
0,AIG,AMERICAN INTERNATIONAL GROUP,US0268747849
0,NOINFO,AMERICAN INTL INDUSTRIES INC,US02686Y3009
0,CURRENT,AMERICAN LEISURE HOLDINGS IN,US02715M1036
0,CURRENT,AMERICAN LITHIUM MINERALS IN,US0272631021
0,CURRENT,AMERICAN MANGANESE INC,CA02735A1057
0,NOINFO,AMERICAN METAL & TECHNOLOGY,US0274622093
0,CURRENT,AMERICAN METALS RECOVERY AND,US0274861097
0,AMID,AMERICAN MIDSTREAM PARTNERS,US02752P1003
0,AOREF,AMERICAN OVERSEAS GROUP LTD,BMG546242030
33,ABR,AMERICAN PACIFIC BORATES LTD,AU000000ABR5
0,AOW,AMERICAN PATRIOT OIL & GAS L,AU000000AOW8
0,AAPH,AMERICAN PETRO-HUNTER INC,US0288571005
0,AMPW,AMERICAN POWER CORP,US02906T1079
0,LIMITED,AMERICAN POWER GROUP CORP,US02906V1026
0,CURRENT,AMERICAN PREMIUM WATER CORP,US0290984071
0,NMS,AMERICAN PUBLIC EDUCATION,US02913V1035
0,ARII,AMERICAN RAILCAR INDUSTRIES,US02916P1030
0,ANFD,AMERICAN REALTY FUNDS CORP,US02917A1051
0,ARL,AMERICAN REALTY INVESTORS IN,US0291741090
0,SCM,AMERICAN REBEL HOLDINGS INC,US02919L2088
1,ADCO,AMERICAN RESOURCES & DEV CO,US0289121032
0,ARGB,AMERICAN RETAIL GROUP INC,US02931T1060
0,AMRB,AMERICAN RIVER BANKSHRS (CA),US0293261055
0,AMSE,AMERICAN SANDS ENERGY CORP,US02936R1059
0,ARSC,AMERICAN SECURITY RESOURCES,US0295694071
0,CURRENT,AMERICAN SENIORS ASSOCIATION,US0295782009
1,AMSC,AMERICAN SHIPPING COMPANY AS,NO0010272065
0,NOINFO,AMERICAN SILVER MINING CO,US0296451083
0,AESK,AMERICAN SKIING CO,US0296543087
0,NMS,AMERICAN SOFTWARE INC-CL A,US0296831094
0,AQQSQ,AMERICAN SPECTRUM REALTY INC,US02970Q2030
0,AWR,AMERICAN STATES WATER CO,US0298991011
0,NMS,AMERICAN SUPERCONDUCTOR CORP,US0301112076
0,ATGR,AMERICAN TECHNOLOGIES GROUP,US0301433092
0,ASVPQ,AMERICAN TONERSERVE CORP.,US0302583051
1,AMT,AMERICAN TOWER CORP,US03027X1000
0,ATHI,AMERICAN TRANSPORTATION HOLD,US03029A2078
0,AVD,AMERICAN VANGUARD CORP,US0303711081
0,AWK,AMERICAN WATER WORKS CO INC,US0304201033
0,NMS,AMERICAN WOODMARK CORP,US0305061097
0,ADBN,AMERICANA DISTRIBUTION INC,US0305561047
1,CURRENT,AMERICANN INC,US0305881072
0,AWNE,AMERICAS WIND ENERGY CORP,US03062Y1047
0,NOINFO,AMERICATOWNE HOLDINGS INC,US03065P1003
0,APU,AMERIGAS PARTNERS-LP,US0309751065
0,INTPRIMQX,AMERIGO RESOURCES LTD,CA03074G1090
0,NMS,AMERIS BANCORP,US03076K1088
0,NMS,AMERISAFE INC,US03071H1005
0,NMS,AMERISERV FINANCIAL INC,US03074A1025
0,AMTY,AMERITYRE CORP,US03073V1070
0,SCM,AMES NATIONAL CORP,US0310011004
0,AME,AMETEK INC,US0311001004
0,INTPRIMQX,AMEX EXPLORATION INC,CA03114B1022
0,AXZ,AMEX RESOURCES LTD,AU000000AXZ2
0,CURRENT,AMFIL TECHNOLOGIES INC,US0311461034
0,NMS,AMGEN INC,US0311621009
0,AJBI,AMI JAMES BRANDS INC,US03149T1025
0,AMCG,AMICO GAMES CORP,US0315182024
0,NMS,AMICUS THERAPEUTICS INC,US03152W1099
0,SET3,AMIGO HOLDINGS PLC,GB00BFFK8T45
0,DOP,AMINEX PLC,IE0003073255
24,AMRK,AMIR MARKETING AND INVEST,IL0010922040
0,2195,AMITA HOLDINGS CO LTD,JP3124440003
0,NMS,AMKOR TECHNOLOGY INC,US0316521006
0,SCM,AMMO INC,US00175J1079
0,AMN,AMN HEALTHCARE SERVICES INC,US0017441017
0,AMRX,AMNEAL PHARMACEUTICALS INC,US03168L1052
23,AMOT,AMOT INVESTMENTS LTD,IL0010972789
0,AGF,AMP CAPITAL CHINA GROWTH FD,AU000000AGF9
0,NMS,AMPHASTAR PHARMACEUTICALS IN,US03209R1032
0,AMPE,AMPIO PHARMACEUTICALS INC,US03209T1097
0,ATX,AMPLIA THERAPEUTICS LTD,AU0000023822
0,AMP2,AMPLIFON SPA,IT0004056880
0,SCM,AMPLITECH GROUP INC,US03211Q2003
1,AAR,AMR CRP 7.875% (PINES) 7/13/39,US0017658669
0,AXR,AMREP CORP,US0321591051
0,EATN,AMREST HOLDINGS SE,ES0105375002
0,AMRUTANJA,AMRUTANJAN HEALTH CARE LTD,INE098F01031
0,NMS,AMTECH SYSTEMS INC,US0323325045
0,NOINFO,AMTRUST FINANCIAL SERVIC,US0323598872
0,NOINFO,AMTRUST FINANCIAL SERVIC,US0323598872
0,NOINFO,AMTRUST FINANCIAL SERVIC,US0323598872
0,NOINFO,AMTRUST FINANCIAL SERVIC,US0323598872
0,NOINFO,AMTRUST FINANCIAL SERVIC,US0323598872
0,NOINFO,"AMTRUST FINANCIAL SERVICES, INC PREFERRED",US0323598534
0,NOINFO,AMTRUST FINL SVCS INC DEP SH REPSTG,US0323595076
2,AMSM,AMUR MINERALS CORP,VGG042401007
0,NMS,AMYRIS INC,US03236M2008
0,9202,ANA HOLDINGS INC,JP3429800000
0,NOINFO,ANACOMP INC,US03237E3062
3,APC,ANADARKO PETROLEUM CORP,US0325111070
0,CURRENT,ANADOLU EFES BIRACILIK-ADR,US0325232017
0,ANQ,ANAECO LTD,AU000000ANQ2
0,1977,ANALOGUE HOLDINGS LIMITED,BMG0418N1083
0,ANLT,ANALYST I.M.S.,IL0010806136
1,ABEC,ANALYTICA BIO-ENERGY CORP,US03269A1079
0,ALT,ANALYTICA LIMITED,AU000000ALT0
1,ALY,ANALYTIXINSIGHT INC,CA03268Y1060
0,Y35,ANAN INTERNATIONAL LTD,BMG036111034
0,ANANTRAJ,ANANT RAJ LTD,INE242C01024
5,PLAN,ANAPLAN INC,US03272L1089
0,NMS,ANAPTYSBIO INC,US0327241065
0,ANR,ANATARA LIFESCIENCES LTD,AU000000ANR0
0,NMS,ANAVEX LIFE SCIENCES CORP,US0327973006
0,ANCJQ,ANC RENTAL CORP,US0018131047
4,1592,ANCHORSTONE HOLDINGS LTD,KYG036431065
0,WEST,ANDALAY SOLAR INC,US0333551085
0,NOINFO,ANDATEE CHINA MARINE FUEL SE,US67086W1053
0,NMS,ANDERSONS INC/THE,US0341641035
0,NOINFO,ANDES GOLD CORP,US0341972026
0,ANDHRABAN,ANDHRA BANK,INE434A01013
0,ANDHRAPAP,ANDHRA PAPER LTD,INE435A01028
0,ANDHRSUGA,ANDHRA SUGARS LTD,INE715B01021
0,NOINFO,ANDIAMO CORP,US0342062017
0,CURRENT,ANDOVER BANCORP INC/OH,US0342631035
0,NOINFO,ANDOVER MINING CORP,CA0343111005
0,ANDR,ANDREA ELECTRONICS CORP,US0343931087
0,ASQ1,ANDREWS SYKES GROUP PLC,GB0002684552
0,CURRENT,ANDRITZ AG-UNSPON ADR,US0345221024
0,ADN,ANDROMEDA METALS LTD,AU000000ADN0
0,ANSVQ,ANESIVA INC,US03460L1008
0,6381,ANEST IWATA CORP,JP3122450004
1,ASQ1,ANEXO GROUP PLC,GB00BF2G3L29
0,ANLDF,ANFIELD ENERGY INC,CA03464C1068
0,000898,ANGANG STEEL CO LTD-A,CNE000000SQ4
0,CURRENT,ANGEL GOLD CORP,CA03463E3014
0,600298,ANGEL YEAST CO LTD-A,CNE0000014G0
0,4563,ANGES INC,JP3127700007
0,NMS,ANGIODYNAMICS INC,US03475V1017
0,INTPRIMQX,ANGLE PLC-SPON ADR,US03476V1008
0,ASQ1,ANGLESEY MINING PLC,GB0000320472
39,AMS,ANGLO AMERICAN PLATINUM LTD,ZAE000013181
0,ASQ1,ANGLO ASIAN MINING PLC,GB00B0C18177
0,SSMU,ANGLO PACIFIC GROUP PLC,GB0006449366
0,AGG,ANGLOGOLD ASHANTI LTD-CDI,AU000000AGG7
0,AGSC,ANGUS ENERGY CORP,US0352141057
1,ANB,ANHEUSER-BUSCH INBEV SA/NV,BE0974293251
0,600199,ANHUI GOLDEN SEED WINERY-A,CNE000000X61
0,000596,ANHUI GUJING DISTILLERY CO-A,CNE000000MD5
0,600761,ANHUI HELI CO LTD-A,CNE000000MM6
0,600470,ANHUI LIUGUO CHEMICAL CO L-A,CNE000001GV7
0,600218,ANHUI QUANCHAI ENGINE CO-A,CNE000000XW2
0,44488,ANHUI TIANDA OIL PIPE CO - H,CNE1000001K7
0,600318,ANHUI XINLI FINANCE CO LTD-A,CNE0000015Q6
0,603198,ANHUI YINGJIA DISTILLERY C-A,CNE1000022H9
0,NMS,ANI PHARMACEUTICALS INC,US00182C1036
0,8715,ANICOM HOLDINGS INC,JP3122440005
0,ANIKINDS,ANIK INDUSTRIES LIMITED,INE087B01017
0,NMS,ANIKA THERAPEUTICS INC,US0352551081
0,ANIM,ANIMA HOLDING SPA,IT0004998065
0,ASQ1,ANIMALCARE GROUP PLC,GB0032350695
5,AB1,ANIMOCA BRANDS CORPORATION LTD,AU000000AB15
0,SCM,ANIXA BIOSCIENCES INC,US03528H1095
2,AXE,ANIXTER INTL INC,US0352901054
0,APCL,ANJANI PORTLAND CEMENT LTD,INE071F01012
0,NLY,ANNALY CAPITAL MANAGEMENT IN,US0357104092
1,ANNX,ANNEXIN PHARMACEUTICALS AB,SE0009664154
0,5AL,ANNICA HOLDINGS LTD,SG1J70891671
0,ANOT,ANOTO GROUP AB,SE0010415281
0,AWV,ANOVA METALS LTD,AU000000AWV3
0,7562,ANRAKUTEI CO LTD,JP3128700006
0,6754,ANRITSU CORP,JP3128800004
0,ANSALHSG,ANSAL HOUSING LTD,INE880B01015
0,ANSALAPI,ANSAL PROPERTIES & INFRASTRU,INE436A01026
0,ANN,ANSELL LTD,AU000000ANN9
0,ASN,ANSON RESOURCES LTD,AU000000ASN8
0,NMS,ANSYS INC,US03662Q1058
0,2020,ANTA SPORTS PRODUCTS LTD,KYG040111059
0,ATRS,ANTARES PHARMA INC,US0366421065
0,AM,ANTERO MIDSTREAM CORP,US03676B1026
1,AR,ANTERO RESOURCES CORP,US03674X1063
0,NOINFO,ANTHERA PHARMACEUTICALS INC,US03674U3005
1,ATE,ANTIBE THERAPEUTICS INC,CA0370255097
0,ANTI,ANTIGENICS INC/CO,US0370311013
0,CURRENT,ANTIOQUIA GOLD INC,CA0371801063
0,AZY,ANTIPA MINERALS LTD,AU000000AZY0
6,APL,ANTIPODES GLOBAL INVESTMENT,AU000000APL8
0,ANP,ANTISENSE THERAPEUTICS LIMITED,AU000000ANP4
0,ANTL,ANTLER GOLD INC,CA03718X1042
0,SET1,ANTOFAGASTA PLC,GB0000456144
0,3337,ANTON OILFIELD SERVICES GP,KYG039991024
0,600179,ANTONG HOLDINGS CO LTD-A,CNE000000XN1
0,AEN,ANTRIM ENERGY INC,CA0372431027
0,ANUP,ANUP ENGINEERING LIMITED/THE,INE294Z01018
0,ANVV,ANVIA HOLDINGS CORP,US0373401068
0,ANH,ANWORTH MORTGAGE ASSET CORP,US0373471012
0,600816,ANXIN TRUST CO LTD-A,CNE0000003P4
0,CURRENT,ANYTHING TECHNOLOGIES MEDIA,US0373551045
0,3975,AOI TYO HOLDINGS INC,JP3105330009
0,8214,AOKI HOLDINGS INC,JP3105400000
0,AOL,AOL INC,US00184X1054
0,1370,AOWEI HOLDINGS LTD,KYG0403E1052
0,NOINFO,AOXING PHARMACEUTICAL CO INC,US03740A1060
0,8219,AOYAMA TRADING CO LTD,JP3106200003
0,8929,AOYAMA ZAISAN NETWORKS CO LT,JP3825750007
4,3662,AOYUAN HEALTHY LIFE GROUP CO,KYG0404F1019
0,8304,AOZORA BANK LTD,JP3711200000
0,5AU,AP OIL INTERNATIONAL LTD,SG1K10892752
1,1496,AP RENTALS HOLDINGS LTD,KYG0501C1006
5,CLN,APAC REALTY LTD,SG1DJ0000001
0,APARINDS,APAR INDUSTRIES LIMITED,INE372A01015
0,STMM,APAX GLOBAL ALPHA LTD,GG00BWWYMV85
0,APCOTEXIN,APCOTEX INDUSTRIES LTD,INE116A01032
0,NMS,APELLIS PHARMACEUTICALS INC,US03753U1060
0,000739,APELOA PHARMACEUTICAL CO-A,CNE000000Q45
4,6036,APEX ACE HOLDING LTD,KYG047181055
1,APEX,APEX FROZEN FOODS LTD,INE346W01013
1,AXM,APEX MINERALS NL,AU000000AXM0
0,APXR,APEX RESOURCES GROUP INC,US03760U1079
1,APX,APEX RESOURCES INC,CA03765Q1019
0,APGN,APG SGA SA,CH0019107025
0,APHA,APHRIA INC,CA03765K1049
0,ATNY,API TECHNOLOGIES CORP,US00187E2037
0,AHX,APIAM ANIMAL HEALTH LTD,AU000000AHX0
