new_index,longName,marketName,secIdList,Origin_Name,Origin_Stock,Origin_Country
4127,DALRADIAN RESOURCES INC,DNA,CA2354991002,DALRADIAN RESOURCES INC,DNA,
4128,DAMARA GOLD CORP,DMR,CA23568R1064,DAMARA GOLD CORP,DMR,Canada
4129,DAMARISCOTTA BANKSHARES INC,DMSQ,US2356881084,DAMARISCOTTA BANKSHARES INC,DMSQ,United States of America
4130,DAMARTEX,XETRA,FR0000185423,DAMARTEX,ALDAR,France
4131,DAMODAR INDUSTRIES LTD,DAMODARIN,INE497D01022,DAMODAR INDUSTRIES LTD,DAMODARIN,India
4132,DAN HOTELS CORP LTD,DANH,IL0008220159,DAN HOTELS CORP LTD,DANH,Israel
4133,DANAHER CORP,DHR,US2358511028,DANAHER CORP,DHR,Mexico
4134,DANAKALI LTD,DNK,AU000000DNK9,DANAKALI LTD,DNK,Australia
4135,DANAOS CORP,DAC,MHY1968P1218,DANAOS CORP,DAC,United States of America
4136,DANEL (ADIR YEOSHUA) LTD,DANE,IL0003140139,DANEL (ADIR YEOSHUA) LTD,DANE,Israel
4137,DANGEE DUMS LTD,DANGEE,INE688Y01014,DANGEE DUMS LTD,DANGEE,India
4138,DANIELI & CO.,DAN,IT0000076502,DANIELI & CO.,DAN,Italy
4139,DANIER LEATHER INC,DL,CA2359091089,DANIER LEATHER INC,DL,
4140,DANONE,DAN,FR0000120644,DANONE,DAN,Switzerland
4141,DANSKE BANK A/S,XETRA,DK0010274414,DANSKE BANK A/S,DSN,Germany
4142,DANTO HOLDINGS CORP,5337,JP3506600000,DANTO HOLDINGS CORP,5337,Japan
4143,DAOHE GLOBAL GROUP LTD,915,BMG2751X1314,DAOHE GLOBAL GROUP LTD,915,Hong Kong
4144,DAQIN RAILWAY CO LTD -A,601006,CNE000001NG4,DAQIN RAILWAY CO LTD -A,601006,China
4145,DAQO NEW ENERGY CORP-ADR,DQ,US23703Q2030,DAQO NEW ENERGY CORP-ADR,DQ,United States of America
4146,DARCO WATER TECHNOLOGIES LTD,BLR,SG1CC9000009,DARCO WATER TECHNOLOGIES LTD,BLR,Singapore
4147,DARDEN RESTAURANTS INC,DRI,US2371941053,DARDEN RESTAURANTS INC,DRI,United States of America
4148,DARE BIOSCIENCE INC,SCM,US23666P1012,DARE BIOSCIENCE INC,DARE,United States of America
4149,DARE POWER DEKOR HOME CO L-A,000910,CNE000000YV2,DARE POWER DEKOR HOME CO L-A,000910,China
4150,DARKPULSE INC,CURRENT,US2372451052,DARKPULSE INC,DPLS,United States of America
4151,DARLING INGREDIENTS INC,DAR,US2372661015,DARLING INGREDIENTS INC,DAR,United States of America
4152,DASEKE INC,SCM,US23753F1075,DASEKE INC,DSKE,United States of America
4153,DASHANG CO LTD -A,600694,CNE000000DW4,DASHANG CO LTD -A,600694,China
4154,DASIN RETAIL TRUST,CEDU,SG1DE2000000,DASIN RETAIL TRUST,CEDU,Singapore
4155,DASSAULT AVIATION SA,AMN,FR0014004L86,DASSAULT AVIATION SA,AMN,Mexico
4156,DATA CALL TECHNOLOGIES INC,CURRENT,US2376012082,DATA CALL TECHNOLOGIES INC,DCLT,United States of America
4157,DATA COMMUNICATIONS MANAGEME,DCM,CA23761M1023,DATA COMMUNICATIONS MANAGEME,DCM,Canada
4158,DATA STORAGE CORP,SCM,US23786R2013,DATA STORAGE CORP,DTST,United States of America
4159,DATABLE TECHNOLOGY CORP,DAC,CA23803L1040,DATABLE TECHNOLOGY CORP,DAC,Canada
4160,DATADOT TECHNOLOGY LTD,DDT,AU000000DDT1,DATADOT TECHNOLOGY LTD,DDT,Australia
4161,DATAGROUP SE,XETRA,DE000A0JC8S7,DATAGROUP SE,D6H,Germany
4162,DATAMATICS GLOBAL SERVICES,DATAMATIC,INE365B01017,DATAMATICS GLOBAL SERVICES,DATAMATIC,India
4163,DATAMETREX AI LTD,DM,CA23809L1085,DATAMETREX AI LTD,DM,Canada
4164,DATAPULSE TECHNOLOGY LTD,BKW,SG1CB7000003,DATAPULSE TECHNOLOGY LTD,BKW,Singapore
4165,DATASEA INC,SCM,US2381162062,DATASEA INC,DTSS,United States of America
4166,DATATEC SYSTEMS INC,DATC,US2381281029,DATATEC SYSTEMS INC,DATC,
4167,DATATRAK INTERNATIONAL INC,CURRENT,US2381342094,DATATRAK INTERNATIONAL INC,DTRK,United States of America
4168,DATELINE RESOURCES LTD,DTR,AU000000DTR1,DATELINE RESOURCES LTD,DTR,Australia
4169,DAVIDSTEA INC,NMS,CA2386611024,DAVIDSTEA INC,DTEA,United States of America
4170,DAVIE YARDS INC,DAV,CA2386811004,DAVIE YARDS INC,DAV,
4171,DAVIS SELECT FINANCIAL ETF,DFNL,US23908L1089,DAVIS SELECT FINANCIAL ETF,DFNL,
4172,DAVIS SELECT INTERNATIONAL,DINT,US23908L4059,DAVIS SELECT INTERNATIONAL,DINT,
4173,DAVITA INC,DVA,US23918K1088,DAVITA INC,DVA,Germany
4174,DAWN CORP,2303,JP3637600002,DAWN CORP,2303,Japan
4175,DAWSON GEOPHYSICAL CO,NMS,US2393601008,DAWSON GEOPHYSICAL CO,DWSN,United States of America
4176,DAXOR CORP,SCM,US2394671034,DAXOR CORP,DXR,United States of America
4177,DAYBREAK OIL & GAS INC,CURRENT,US2395591074,DAYBREAK OIL & GAS INC,DBRM,United States of America
4178,DAYTONA CORP,7228,JP3548650005,DAYTONA CORP,7228,Japan
4179,DB BASE METALS DOUBLE LONG,CURRENT,US25154K8412,DB BASE METALS DOUBLE LONG,BDDXF,
4180,DB BASE METALS DOUBLE SHORT,CURRENT,US25154K8586,DB BASE METALS DOUBLE SHORT,BOMMF,
4181,DB CRUDE OIL DOUBLE SHORT,DTO,US25154K8099,DB CRUDE OIL DOUBLE SHORT,DTO,
4182,DB REALTY LTD,DBREALTY,INE879I01012,DB REALTY LTD,DBREALTY,India
4183,DBS GROUP HOLDINGS LTD,D05,SG1L01001701,DBS GROUP HOLDINGS LTD,D05,Singapore
4184,DC BRANDS INTERNATIONAL INC,HRDN,US2330787084,DC BRANDS INTERNATIONAL INC,HRDN,
4185,DCB BANK LTD,DCBBANK,INE503A01015,DCB BANK LTD,DCBBANK,India
4186,DCC PLC,SET1,IE0002424939,DCC PLC,DCC,United Kingdom
4187,DCI DATABASE FOR COMMERCE,XETRA,DE000A11QU11,DCI DATABASE FOR COMMERCE,DCIK,Germany
4188,DCM HOLDINGS CO LTD,3050,JP3548660004,DCM HOLDINGS CO LTD,3050,Japan
4189,DCM SHRIRAM LTD,DCMSHRIRA,INE499A01024,DCM SHRIRAM LTD,DCMSHRIRA,India
4190,DCW LIMITED,DCW,INE500A01029,DCW LIMITED,DCW,India
4191,DD HOLDINGS CO LTD,3073,JP3499650004,DD HOLDINGS CO LTD,3073,Japan
4192,DDM HOLDING AG,DDM,CH0246292343,DDM HOLDING AG,DDM,Sweden
4193,DDS INC.,3782,JP3548620008,DDS INC.,3782,Japan
4194,DE LA RUE PLC,SSMM,GB00B3DGH821,DE LA RUE PLC,DLAR,United Kingdom
4195,DEALERADVANCE INC,DLAD,US2422842060,DEALERADVANCE INC,DLAD,
4196,DEALNET CAPITAL CORP,DLS,CA2423151091,DEALNET CAPITAL CORP,DLS,Canada
4197,DEANS KNIGHT INCOME CORP,DNC,CA24242T1049,DEANS KNIGHT INCOME CORP,DNC,
4198,DEAR LIFE CO LTD,3245,JP3548720006,DEAR LIFE CO LTD,3245,Japan
4199,DEBAO PROPERTY DEVELOPMENT,BTF,SG1CH6000001,DEBAO PROPERTY DEVELOPMENT,BTF,Singapore
4200,DEBT RESOLVE INC,DRSV,US24276R2067,DEBT RESOLVE INC,DRSV,
4201,DECADE RESOURCES LTD,DEC,CA2427793047,DECADE RESOURCES LTD,DEC,Canada
4202,DECAMA CAPITAL LTD,DCMA,IL0011161770,DECAMA CAPITAL LTD,DCMA,Israel
4203,DECCAN CEMENTS LTD,DECCANCE,INE583C01021,DECCAN CEMENTS LTD,DECCANCE,India
4204,DECCAN CHRONICLE HLDGS LTD,DCHL,INE137G01027,DECCAN CHRONICLE HLDGS LTD,DCHL,
4205,DECHRA PHARMACEUTICALS PLC,SET1,GB0009633180,DECHRA PHARMACEUTICALS PLC,DPH,United Kingdom
4206,DECIPHERA PHARMACEUTICALS IN,NMS,US24344T1016,DECIPHERA PHARMACEUTICALS IN,DCPH,United States of America
4207,DECISION DIAGNOSTICS CORP,LIMITED,US2434431084,DECISION DIAGNOSTICS CORP,DECN,
4208,DECISIONPOINT SYSTEMS INC/CA,DPSI,US24345A5074,DECISIONPOINT SYSTEMS INC/CA,DPSI,United States of America
4209,DECKER MANUFACTURING CORP,LIMITED,US2434981021,DECKER MANUFACTURING CORP,DMFG,United States of America
4210,DECKERS OUTDOOR CORP,DECK,US2435371073,DECKERS OUTDOOR CORP,DECK,United States of America
4211,DECLOUT LTD,5UZ,SG2F27986197,DECLOUT LTD,5UZ,
4212,DECMIL GROUP LTD,DCG,AU000000DCG0,DECMIL GROUP LTD,DCG,Australia
4213,DEEPAK FERTILISERS & PETRO,DEEPAKFER,INE501A01019,DEEPAK FERTILISERS & PETRO,DEEPAKFER,India
4214,DEEPAK NITRITE LTD,DEEPAKNTR,INE288B01029,DEEPAK NITRITE LTD,DEEPAKNTR,India
4215,DEEPROCK MINERALS INC,DEEP,CA24381B1040,DEEPROCK MINERALS INC,DEEP,Canada
4216,DEER CONSUMER PRODUCTS INC,NOINFO,US24379J2006,DEER CONSUMER PRODUCTS INC,DEER,United States of America
4217,DEERE & CO,DE,US2441991054,DEERE & CO,DE,Mexico
4218,DEFENSE METALS CORP,DEFN,CA2446331035,DEFENSE METALS CORP,DEFN,Canada
4219,DEFENSE TECHNOLOGIES INTERNA,CURRENT,US24464F3038,DEFENSE TECHNOLOGIES INTERNA,DTII,United States of America
4220,DEFENX PLC,DFX,GB00BYNF4J61,DEFENX PLC,DFX,
4221,DEFIANCE SILVER CORP,DEF,CA2447672080,DEFIANCE SILVER CORP,DEF,Canada
4222,DEINOVE,ALDEI,FR0010879056,DEINOVE,ALDEI,France
4223,DEKEL AGRI-VISION PLC,ASQ1,CY0106502111,DEKEL AGRI-VISION PLC,DKL,United Kingdom
4224,DEL MONTE PACIFIC LTD,D03,VGG270541169,DEL MONTE PACIFIC LTD,D03,Singapore
4225,DEL TACO RESTAURANTS INC,TACO,US2454961044,DEL TACO RESTAURANTS INC,TACO,United States of America
4226,DEL TORO SILVER CORP,DTOR,US2454971027,DEL TORO SILVER CORP,DTOR,
4227,DELAWARE INV DIVIDEND & INC,DDF,US2459151039,DELAWARE INV DIVIDEND & INC,DDF,United States of America
4228,DELAWARE THIRTEEN LTD,D13,AU000000D132,DELAWARE THIRTEEN LTD,D13,Australia
4229,DELECTA LTD,XETRA,AU000000DLC0,DELECTA LTD,WMR,Germany
4230,DELEK AUTOMOTIVE SYSTEMS LTD,DLEA,IL0008290103,DELEK AUTOMOTIVE SYSTEMS LTD,DLEA,Israel
4231,DELEK GROUP LTD,DLEKG,IL0010841281,DELEK GROUP LTD,DLEKG,Israel
4232,DELEK LOGISTICS PARTNERS LP,DKL,US24664T1034,DELEK LOGISTICS PARTNERS LP,DKL,United States of America
4233,DELEK US HOLDINGS INC,DK,US24665A1034,DELEK US HOLDINGS INC,DK,United States of America
4234,DELFINGEN INDUSTRY,ALDEL,FR0000054132,DELFINGEN INDUSTRY,ALDEL,France
4235,DELHAIZE GROUP,DHZ,BE0003562700,DELHAIZE GROUP,DHZ,
4236,DELHI BANK CORP,CURRENT,US2466941034,DELHI BANK CORP,DWNX,United States of America
4237,DELICA FOODS HOLDINGS CO LTD,3392,JP3549350001,DELICA FOODS HOLDINGS CO LTD,3392,Japan
4238,DELIVERY HERO SE,XETRA,DE000A2E4K43,DELIVERY HERO SE,DHER,Switzerland
4239,DELIVERY TECHNOLOGY SOLUTION,NOINFO,US2470181049,DELIVERY TECHNOLOGY SOLUTION,DTSL,United States of America
4240,DELL TECHNOLOGIES INC-CL V,XETRA,US24703L1035,DELL TECHNOLOGIES INC-CL V,12D,Germany
4241,DELMARVA BANCSHARES INC,DLMV,US2471001006,DELMARVA BANCSHARES INC,DLMV,United States of America
4242,DELONG HOLDINGS LTD,BQO,SG1CF9000002,DELONG HOLDINGS LTD,BQO,
4243,DELPHAX TECHNOLOGIES INC,CURRENT,US24712X1063,DELPHAX TECHNOLOGIES INC,DLPX,United States of America
4244,DELPHI TECHNOLOGIES PLC,DLPH,JE00BD85SC56,DELPHI TECHNOLOGIES PLC,DLPH,Mexico
4245,DELPHX CAPITAL MARKETS INC,DELX,CA24721L1013,DELPHX CAPITAL MARKETS INC,DELX,Canada
4246,DELTA APPAREL INC,DLA,US2473681037,DELTA APPAREL INC,DLA,United States of America
4247,DELTA MANUFACTURING LTD,DELTAMAGNT,INE393A01011,DELTA MANUFACTURING LTD,DELTAMAGN,India
4248,DELTA OIL & GAS INC,DLTA,US24778R3084,DELTA OIL & GAS INC,DLTA,
4249,DELTA SYSTEMS INC,DLT,CA2478001050,DELTA SYSTEMS INC,DLT,
4250,DELTA-FLY PHARMA INC,4598,JP3549370009,DELTA-FLY PHARMA INC,4598,Japan
4251,DELTIC TIMBER CORP,DEL,US2478501008,DELTIC TIMBER CORP,DEL,
4252,DEMANDWARE INC,DWRE,US24802Y1055,DEMANDWARE INC,DWRE,
4253,DEMANT A/S,XETRA,DK0060738599,DEMANT A/S,WDH1,Germany
4254,DEMOCRASOFT HOLDINGS INC,NOINFO,US24811V1008,DEMOCRASOFT HOLDINGS INC,DEMO,United States of America
4255,DEN NETWORKS LTD,DEN,INE947J01015,DEN NETWORKS LTD,DEN,India
4256,DENA BANK,DENABANK,INE077A01010,DENA BANK,DENABANK,
4257,DENA CO LTD,2432,JP3548610009,DENA CO LTD,2432,Japan
4258,DENALI BANCORPORATION INC,CURRENT,US2482191077,DENALI BANCORPORATION INC,DENI,United States of America
4259,DENALI THERAPEUTICS INC,NMS,US24823R1059,DENALI THERAPEUTICS INC,DNLI,United States of America
4260,DENBURY RESOURCES INC,DNRCQ,US2479162081,DENBURY RESOURCES INC,DNRCQ,Germany
4261,DENISON MINES CORP,XETRA,CA2483561072,DENISON MINES CORP,IUQ,Germany
4262,DENKA CO LTD,4061,JP3549600009,DENKA CO LTD,4061,Japan
4263,DENMARK BANCSHARES INC - A,PREMQX,US24847N1063,DENMARK BANCSHARES INC - A,DMKBA,United States of America
4264,DENNY'S CORPORATION,SCM,US24869P1049,DENNY'S CORPORATION,DENN,United States of America
4265,DENOX ENVIRONMENTAL & TECHNO,1452,KYG2810N1088,DENOX ENVIRONMENTAL & TECHNO,1452,Hong Kong
4266,DENSO CORP,6902,JP3551500006,DENSO CORP,6902,Japan
4267,DENTSPLY SIRONA INC,NMS,US24906P1093,DENTSPLY SIRONA INC,XRAY,United States of America
4268,DENTSU GROUP INC,4324,JP3551520004,DENTSU GROUP INC,4324,Japan
4269,DENVER BANKSHARES INC,CURRENT,US2490821087,DENVER BANKSHARES INC,DNVB,United States of America
4270,DENYO CO LTD,6517,JP3551600004,DENYO CO LTD,6517,Japan
4271,DEPPON LOGISTICS CO LTD-A,603056,CNE100002SZ0,DEPPON LOGISTICS CO LTD-A,603056,China
4272,DERMAPHARM HOLDING SE,XETRA,DE000A2GS5D8,DERMAPHARM HOLDING SE,DMP,Germany
4273,DERMIRA INC,DERM,US24983L1044,DERMIRA INC,DERM,
4274,DERWENT LONDON PLC,STMM,GB0002652740,DERWENT LONDON PLC,DLN,United Kingdom
4275,DESANE GROUP HOLDINGS LIMITED,DGH,AU000000DGH9,DESANE GROUP HOLDINGS LIMITED,DGH,Australia
4276,DESARROLLADORA HOMEX SAB DE,HOMEX,MX01HO000007,DESARROLLADORA HOMEX SAB DE,HOMEX,Mexico
4277,DESCENTE LTD,8114,JP3548800006,DESCENTE LTD,8114,Japan
4278,DESERT GOLD VENTURES INC,DAU,CA25039N4084,DESERT GOLD VENTURES INC,DAU,Canada
4279,DESERT LION ENERGY INC,DLI,CA25043L1094,DESERT LION ENERGY INC,DLI,
4280,DESERT MOUNTAIN ENERGY CORP,DME,CA25043D1078,DESERT MOUNTAIN ENERGY CORP,DME,Canada
4281,DESIGN CAPITAL LTD,1545,KYG2819M1015,DESIGN CAPITAL LTD,1545,Hong Kong
4282,DESIGNER BRANDS INC-CLASS A,DBI,US2505651081,DESIGNER BRANDS INC-CLASS A,DBI,United States of America
4283,DESTINATION MATERNITY CORP,NOINFO,US25065D1000,DESTINATION MATERNITY CORP,DESTQ,United States of America
4284,DESTINATION XL GROUP INC,NMS,US25065K1043,DESTINATION XL GROUP INC,DXLG,United States of America
4285,DESTINY PHARMA PLC,ASQ1,GB00BDHSP575,DESTINY PHARMA PLC,DEST,United Kingdom
4286,DESWELL INDUSTRIES INC,NMS,VG2506391011,DESWELL INDUSTRIES INC,DSWL,United States of America
4287,DETOUR GOLD CORP,DGC,CA2506691088,DETOUR GOLD CORP,DGC,
4288,DETROIT LEGAL NEWS CO,LIMITED,US2510551094,DETROIT LEGAL NEWS CO,DTRL,United States of America
4289,DETWILER FENTON GROUP INC,NOINFO,US2514642022,DETWILER FENTON GROUP INC,DMCD,United States of America
4290,DEUTSCHE BALATON AG,XETRA,DE000A2LQT08,DEUTSCHE BALATON AG,BBHK,Germany
4291,DEUTSCHE BANK AG-REGISTERED,DB,DE0005140008,DEUTSCHE BANK AG-REGISTERED,DB,Mexico
4292,DEUTSCHE BOERSE AG,DB1N,DE0005810055,DEUTSCHE BOERSE AG,DB1N,Mexico
4293,DEUTSCHE HIGH INCOME OPPORTU,DHG,US25158Y1029,DEUTSCHE HIGH INCOME OPPORTU,DHG,
4294,DEUTSCHE HIGH INCOME TRUST,KHI,US25155R1005,DEUTSCHE HIGH INCOME TRUST,KHI,
4295,DEUTSCHE POSTBANK AG,DPB,DE0008001009,DEUTSCHE POSTBANK AG,DPB,
4296,DEUTSCHE STRATEGIC INCOME TR,KST,US25160F1093,DEUTSCHE STRATEGIC INCOME TR,KST,
4297,DEUTSCHE TELEKOM AG-REG,DTEN,DE0005557508,DEUTSCHE TELEKOM AG-REG,DTEN,Mexico
4298,DEUTSCHE WOHNEN SE,XETRA,DE000A0HN5C6,DEUTSCHE WOHNEN SE,DWNI,Germany
4299,DEUTZ AG,XETRA,DE0006305006,DEUTZ AG,DEZ,Germany
4300,DEV CLEVER HOLDINGS PLC,SSQ3,GB00BH452L44,DEV CLEVER HOLDINGS PLC,DEV,United Kingdom
4301,DEV INFORMATION TECHNOLOGY L,DEVIT,INE060X01018,DEV INFORMATION TECHNOLOGY L,DEVIT,India
4302,DEVELOPMENT CAPITAL GROUP IN,DLPM,US2515961025,DEVELOPMENT CAPITAL GROUP IN,DLPM,
4303,DEVERNOIS SA,ALDEV,FR0000060840,DEVERNOIS SA,ALDEV,France
4304,DEVEX RESOURCES LTD,DEV,AU000000DEV5,DEVEX RESOURCES LTD,DEV,Australia
4305,DEVON ENERGY CORP,DVN,US25179M1036,DEVON ENERGY CORP,DVN,Mexico
4306,DEVONIAN HEALTH GROUP INC,GSD,CA2518341078,DEVONIAN HEALTH GROUP INC,GSD,Canada
4307,DEVRO PLC,SSMM,GB0002670437,DEVRO PLC,DVO,United Kingdom
4308,DEWAN HOUSING FINANCE CORP,DHFL,INE202B01012,DEWAN HOUSING FINANCE CORP,DHFL,India
4309,DEWEY ELECTRONICS CORP,NOINFO,US2520631027,DEWEY ELECTRONICS CORP,DEWY,United States of America
4310,DEWMAR INTERNATIONAL BMC INC,NOINFO,US25211R1023,DEWMAR INTERNATIONAL BMC INC,DEWM,United States of America
4311,DEXCOM INC,NMS,US2521311074,DEXCOM INC,DXCM,Mexico
4312,DEXERIALS CORP,4980,JP3548770001,DEXERIALS CORP,4980,Japan
4313,DEXIA SA,DEXB,BE0974290224,DEXIA SA,DEXB,Germany
4314,DEXIN CHINA HOLDINGS CO LTD,2019,KYG2751H1020,DEXIN CHINA HOLDINGS CO LTD,2019,Hong Kong
4315,DFM FOODS LTD,DFMFOODS,INE456C01020,DFM FOODS LTD,DFMFOODS,India
4316,DH CORP,DH,CA23290R1010,DH CORP,DH,
4317,DHAMPUR SUGAR MILLS LTD,DHAMPURSU,INE041A01016,DHAMPUR SUGAR MILLS LTD,DHAMPURSU,India
4318,DHANLAXMI BANK LTD,DHANBANK,INE680A01011,DHANLAXMI BANK LTD,DHANBANK,India
4319,DHANUKA AGRITECH LTD,DHANUKA,INE435G01025,DHANUKA AGRITECH LTD,DHANUKA,India
4320,DHANUKA REALTY LTD,DRL,INE704V01015,DHANUKA REALTY LTD,DRL,India
4321,DHI GROUP INC,DHX,US23331S1006,DHI GROUP INC,DHX,United States of America
4322,DHT HOLDINGS INC,DHT,MHY2065G1219,DHT HOLDINGS INC,DHT,United States of America
4323,DHUNSERI INVESTMENTS LTD,DHUNINV,INE320L01011,DHUNSERI INVESTMENTS LTD,DHUNINV,India
4324,DHUNSERI VENTURES LTD,DVL,INE477B01010,DHUNSERI VENTURES LTD,DVL,India
4325,DIADROM HOLDING AB,DIAH,SE0001606906,DIADROM HOLDING AB,DIAH,Sweden
4326,DIAGEO PLC-SPONSORED ADR,DEON,US25243Q2057,DIAGEO PLC-SPONSORED ADR,DEON,Mexico
4327,DIAGNOS INC,DGNOF,CA2524423068,DIAGNOS INC,DGNOF,United States of America
4328,DIALIGHT PLC,SET3,GB0033057794,DIALIGHT PLC,DIA,United Kingdom
4329,DIALOG GROUP INC,DLGO,US25250M2044,DIALOG GROUP INC,DLGO,
4330,DIALOG SEMICONDUCTOR PLC,DLG,GB0059822006,DIALOG SEMICONDUCTOR PLC,DLG,Germany
4331,DIAMCOR MINING INC,INTPRIMQX,CA2525312070,DIAMCOR MINING INC,DMIFF,United States of America
4332,DIAMEDICA THERAPEUTICS INC,SCM,CA25253X2077,DIAMEDICA THERAPEUTICS INC,DMAC,United States of America
4333,DIAMOND ELECTRIC HOLDINGS CO,6699,JP3499480006,DIAMOND ELECTRIC HOLDINGS CO,6699,Japan
4334,DIAMOND HILL INVESTMENT GRP,NMS,US25264R2076,DIAMOND HILL INVESTMENT GRP,DHIL,United States of America
4335,DIAMOND POWER INFRA LIMITED,DIAPOWER,INE989C01012,DIAMOND POWER INFRA LIMITED,DIAPOWER,India
4336,DIAMOND RESORTS INTERNATIONA,DRII,US25272T1043,DIAMOND RESORTS INTERNATIONA,DRII,
4337,DIAMOND S SHIPPING INC,DSSI,MHY206761055,DIAMOND S SHIPPING INC,DSSI,United States of America
4338,DIAMONDBACK ENERGY INC,NMS,US25278X1090,DIAMONDBACK ENERGY INC,FANG,Mexico
4339,DIAMONDHEAD CASINO CORP,CURRENT,US25278S1006,DIAMONDHEAD CASINO CORP,DHCC,United States of America
4340,DIAMONDROCK HOSPITALITY CO,DRH,US2527843013,DIAMONDROCK HOSPITALITY CO,DRH,United States of America
4341,DIANA SHIPPING INC,DSX,MHY2066G1044,DIANA SHIPPING INC,DSX,Germany
4342,DIANOR RESOURCES INC,DOR,CA76124T1075,DIANOR RESOURCES INC,DOR,
4343,DIATREME RESOURCES LTD,DRX,AU000000DRX3,DIATREME RESOURCES LTD,DRX,Australia
4344,DICERNA PHARMACEUTICALS INC,DRNA,US2530311081,DICERNA PHARMACEUTICALS INC,DRNA,United States of America
4345,DICKER DATA LTD,DDR,AU000000DDR5,DICKER DATA LTD,DDR,Australia
4346,DIEBOLD NIXDORF INC,DBD,US2536511031,DIEBOLD NIXDORF INC,DBD,Germany
4347,DIEGO PELLICER WORLDWIDE INC,CURRENT,US25367R2031,DIEGO PELLICER WORLDWIDE INC,DPWW,United States of America
4348,DIERIG HOLDING AG,XETRA,DE0005580005,DIERIG HOLDING AG,DIE1,Germany
4349,DIFFUSION PHARMACEUTICALS IN,SCM,US2537484048,DIFFUSION PHARMACEUTICALS IN,DFFN,United States of America
4350,DIGERATI TECHNOLOGIES INC,CURRENT,US25375L2060,DIGERATI TECHNOLOGIES INC,DTGI,United States of America
4351,DIGI INTERNATIONAL INC,NMS,US2537981027,DIGI INTERNATIONAL INC,DGII,United States of America
4352,DIGIMARC CORP,NMS,US25381B1017,DIGIMARC CORP,DMRC,United States of America
4353,DIGIPATH INC,DIGP,US2538252022,DIGIPATH INC,DIGP,United States of America
4354,DIGITAL ALLY INC,SCM,US25382P2083,DIGITAL ALLY INC,DGLY,United States of America
4355,DIGITAL ARTS INC,2326,JP3549020000,DIGITAL ARTS INC,2326,Japan
4356,DIGITAL CHINA GROUP CO LTD-A,000034,CNE000000DQ6,DIGITAL CHINA GROUP CO LTD-A,000034,China
4357,DIGITAL COMMUNICATIONS TECH,DGCT,US2538352012,DIGITAL COMMUNICATIONS TECH,DGCT,
4358,DIGITAL DEVELOPMENT GROUP CO,DIDG,US25400A1007,DIGITAL DEVELOPMENT GROUP CO,DIDG,
4359,DIGITAL GARAGE INC,4819,JP3549070005,DIGITAL GARAGE INC,4819,Japan
4360,DIGITAL GLOBE SERVICES LTD,DGS,BMG2870A1036,DIGITAL GLOBE SERVICES LTD,DGS,
4361,DIGITAL INFORMATION TECHNOLO,3916,JP3549060006,DIGITAL INFORMATION TECHNOLO,3916,Japan
4362,DIGITAL MEDIA PROFESSIONALS,3652,JP3548750003,DIGITAL MEDIA PROFESSIONALS,3652,Japan
4363,DIGITAL TURBINE INC,SCM,US25400W1027,DIGITAL TURBINE INC,APPS,United States of America
4364,DIGITALGLOBE INC,DGI,US25389M8771,DIGITALGLOBE INC,DGI,
4365,DIGITALTOWN INC,LIMITED,US25400E1029,DIGITALTOWN INC,DGTW,United States of America
4366,DIGNITANA AB,DIGN,SE0002108001,DIGNITANA AB,DIGN,Sweden
4367,DIGNITY PLC,SSMM,GB00BRB37M78,DIGNITY PLC,DTY,United Kingdom
4368,DILIGENT MEDIA CORP LTD,DNAMEDIA,INE016M01021,DILIGENT MEDIA CORP LTD,DNAMEDIA,India
4369,DILIP BUILDCON LTD,DBL,INE917M01012,DILIP BUILDCON LTD,DBL,India
4370,DILLARDS INC-CL A,DDS,US2540671011,DILLARDS INC-CL A,DDS,United States of America
4371,DILLISTONE GROUP PLC,ASQ1,GB00B13QQB40,DILLISTONE GROUP PLC,DSG,United Kingdom
4372,DIMECO INC,PREMQX,US25432W1045,DIMECO INC,DIMC,United States of America
4373,DIMERIX LTD,DXB,AU000000DXB7,DIMERIX LTD,DXB,Australia
4374,DINE BRANDS GLOBAL INC,DIN,US2544231069,DINE BRANDS GLOBAL INC,DIN,Germany
4375,DIODES INC,NMS,US2545431015,DIODES INC,DIOD,United States of America
4376,DIONYMED BRANDS INC,DYME,CA25455C1005,DIONYMED BRANDS INC,DYME,
4377,DIOS EXPLORATION INC,DOS,CA25455U1003,DIOS EXPLORATION INC,DOS,Canada
4378,DIPLOMAT PHARMACY INC,DPLO,US25456K1016,DIPLOMAT PHARMACY INC,DPLO,
4379,DIRECTA PLUS PLC,ASQ1,GB00BSM98843,DIRECTA PLUS PLC,DCTA,United Kingdom
4380,DIRECTEL HOLDINGS LTD,8337,KYG276801183,DIRECTEL HOLDINGS LTD,8337,Hong Kong
4381,DIREXION DAILY ENERGY BEAR 2,ERY,US25460G1792,DIREXION DAILY ENERGY BEAR 2,ERY,
4382,DIRTT ENVIRONMENTAL SOLUTION,DRT,CA25490H1064,DIRTT ENVIRONMENTAL SOLUTION,DRT,Canada
4383,DISABILITY ACCESS CORP,DBYC,US25459R1032,DISABILITY ACCESS CORP,DBYC,
4384,DISCO CORP,6146,JP3548600000,DISCO CORP,6146,Japan
4385,DISCOUNT INVESTMENT CORP-REG,DISI,IL0006390137,DISCOUNT INVESTMENT CORP-REG,DISI,Israel
4386,DISCOVERIE GROUP PLC,STMM,GB0000055888,DISCOVERIE GROUP PLC,DSCV,United Kingdom
